name	A11	A12	A13	A21	A22	A23	AD11	AD12	AD13	AD21	AD22	AD23	CK11	CK12	CK13	CK21	CK22	CK23	DA11	DA12	DA13	DA21	DA22	DA23	taxonomy
Phyllobacteriaceae	0.001581943	0.00137451	0.001363969	0.011516294	0.027559916	0.034846697	0.00269586	0.009003889	0.001029866	0.010951831	0.0056999	0.00517216	0.000910809	0.000790697	0.001722593	0.005837087	0.015765436	0.002876022	0.001498583	0.001911207	0.001761023	0.037063229	0.011664133	0.022320042	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae
Pleomorphomonadaceae	0	0	0	0	0	4.81E-07	0	0	0	5.04E-07	0	1.69E-07	0	0	5.58E-06	0	0	0	0	2.13E-06	0	0	1.02E-06	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Pleomorphomonadaceae
Rhizobiaceae	0.000450685	0.000990996	0.000504485	0.000349068	0.001061625	0.001104314	0.001052833	0.000425337	0.000908325	0.000742745	0.00049563	0.000332865	0.001068117	0.001399478	0.001422901	0.001697528	0.000611374	0.001296917	0.00115797	0.001244866	0.001136079	0.000647968	0.001168104	0.001051971	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae
Rhodobiaceae	6.16E-06	7.01E-06	1.91E-06	4.10E-05	1.70E-05	2.40E-06	3.45E-07	9.75E-07	1.94E-06	0.000255554	0.000448355	8.28E-05	2.86E-05	6.15E-06	3.04E-06	5.41E-05	2.04E-05	5.66E-05	1.74E-05	6.39E-06	5.54E-06	0.000404011	0.000329426	0.000279207	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhodobiaceae
Stappiaceae	0.000448633	0.001151878	0.001154359	0.000171784	0.000249255	0.000741818	0.000895977	0.00053159	0.000562127	0.000202933	0.000197032	3.99E-05	0.000903905	0.001106361	0.001555253	0.001366209	0.000630297	0.001075432	0.00133836	0.005818245	0.001244852	0.000373692	0.000419595	0.000441344	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Stappiaceae
Xanthobacteraceae	0	4.01E-06	1.42E-05	8.46E-07	1.79E-05	2.88E-05	0	3.61E-05	3.81E-05	1.79E-05	6.41E-06	1.69E-06	5.42E-05	5.89E-05	5.17E-05	0.00012743	2.04E-05	3.04E-05	0	1.60E-06	5.54E-06	7.83E-05	3.38E-05	4.07E-05	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Xanthobacteraceae
Hyphomonadaceae	0.000696407	0.000464289	0.000296242	0.000365993	0.00052863	0.000293746	0.000726021	0.000383746	0.000485194	0.003217469	0.002022171	0.001232158	0.002580543	0.001527076	0.001205866	0.001790977	0.001565553	0.001819457	0.001040885	0.000914357	0.002999832	0.020294314	0.026854608	0.016564978	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae
Kordiimonadaceae	0	0	2.73E-07	2.54E-06	4.37E-07	9.62E-07	0	0	0	1.76E-06	1.53E-06	1.86E-06	0	0	0	2.32E-06	5.82E-06	1.48E-05	0	0	0	0	2.05E-06	4.40E-06	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales;f__Kordiimonadaceae
Magnetococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12E-06	0	0	0	5.12E-07	1.10E-06	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales;f__Magnetococcaceae
Maricaulaceae	0.000228421	0.000300069	0.000323024	0.000193363	0.000563115	0.000356726	0.000230975	0.000269694	0.00035137	0.000753067	0.000516675	0.000307026	0.001159346	0.001644425	0.000869664	0.005393011	0.003543056	0.005831614	0.003016213	0.002586064	0.004143968	0.004207212	0.004924993	0.003488434	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Maricaulales;f__Maricaulaceae
Parvularculaceae	5.86E-05	5.51E-05	5.47E-05	2.37E-05	6.77E-05	3.46E-05	5.48E-05	8.22E-05	5.30E-05	2.57E-05	1.22E-05	4.56E-06	0.00024903	0.000256221	7.45E-05	0.00043558	0.000414133	0.000409337	0.000126609	0.00013412	0.000238194	0.000246073	0.000371949	0.000294596	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvularculales;f__Parvularculaceae
Pelagibacteraceae	0	0	0	0	0	0	0	0	0	0	3.05E-07	1.69E-07	0	0	0	0	0	0	0	0	1.76E-05	2.12E-06	5.12E-07	2.75E-06	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
Rhodobacteraceae	0.058942992	0.061975442	0.067033416	0.26103881	0.187063449	0.187340056	0.058666328	0.102569276	0.057829619	0.209877948	0.338603585	0.498016404	0.042981594	0.048945856	0.052058618	0.080865817	0.113755545	0.077691964	0.055616184	0.051909158	0.058309136	0.08150653	0.089460372	0.086219888	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
Roseobacteraceae	0.048128015	0.061149668	0.066033191	0.069441753	0.159626633	0.177677191	0.078054113	0.064201531	0.066733471	0.388107427	0.220265999	0.183825659	0.086654555	0.104794813	0.098863758	0.075858958	0.063841974	0.067648856	0.089503759	0.086912301	0.094652574	0.081192064	0.161826464	0.111641433	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae
Acetobacteraceae	9.94E-05	1.00E-06	6.01E-06	5.08E-06	5.67E-06	1.78E-05	5.17E-06	4.87E-06	3.88E-06	4.53E-06	0	1.86E-06	0	0.000227524	1.17E-05	6.18E-06	7.57E-05	0.001057385	7.28E-06	3.57E-05	1.01E-06	7.76E-06	1.02E-06	0.000205558	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
Azospirillaceae	8.80E-06	8.01E-06	2.71E-05	1.27E-06	6.98E-06	3.56E-05	2.21E-05	9.10E-06	2.59E-06	3.02E-06	0	1.35E-06	2.61E-05	1.23E-05	6.09E-06	6.18E-06	2.91E-06	9.84E-06	3.31E-05	3.89E-05	0	0	1.95E-05	1.26E-05	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Azospirillaceae
Kiloniellaceae	0	0	0	0	0	0	1.03E-06	0	0	0	0	0	0	0	5.07E-07	0	0	0	0	0	0	1.41E-06	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Kiloniellaceae
Rhodospirillaceae	3.81E-06	4.34E-06	2.81E-05	2.54E-06	4.80E-06	6.11E-05	0	9.75E-06	5.07E-05	5.79E-06	3.05E-06	1.35E-06	8.28E-05	0.00017833	0.000138436	3.32E-05	2.18E-06	1.64E-06	0.00010252	0.000121346	6.60E-05	3.95E-05	2.97E-05	4.12E-05	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae
Stellaceae	0	0	0	0	0	4.81E-07	1.38E-06	0	0	0	0	0	0	0	3.55E-06	0	2.91E-06	0	0	3.73E-06	0	1.41E-06	0	1.10E-06	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Stellaceae
Terasakiellaceae	0	0	0	1.90E-05	4.80E-06	8.65E-06	0	0	0	0	0	0	0	0	0	3.09E-06	2.91E-06	2.46E-06	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Terasakiellaceae
Thalassobaculaceae	0.000269766	0.000329442	2.92E-05	0	0	0	0	0	0	0	0	0	0.000120817	0.000124523	0	0	0	0	0.000222967	0	9.52E-05	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassobaculaceae
Thalassospiraceae	3.58E-05	5.44E-05	4.86E-05	4.40E-05	0.000364061	0.000158171	6.27E-05	6.95E-05	0.00012542	8.81E-06	0.000701507	0.00022343	0.000153856	9.63E-05	0.000128294	0.00074373	0.000336256	0.000517618	9.97E-05	6.39E-05	0.000174743	0.000165694	8.25E-05	0.000182474	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae
Rickettsiaceae	0	0	0	1.27E-06	0	4.81E-07	0	0	0	0	0	1.69E-07	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae
Erythrobacteraceae	0.004838488	0.006300783	0.00635963	0.006479978	0.012230518	0.009405175	0.00705681	0.006618557	0.006323367	0.00177453	0.002104522	0.00210899	0.011060878	0.010463544	0.011245789	0.024293649	0.022770032	0.024549545	0.010411648	0.011063288	0.013512084	0.013297102	0.024291952	0.018333103	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae
Sphingomonadaceae	0.001108386	0.001506353	0.001527393	0.002250539	0.009277436	0.005014844	0.002102909	0.00186349	0.001486938	0.00048014	0.000407179	0.000244202	0.005482112	0.005063948	0.004031892	0.048378776	0.020456274	0.041716261	0.004097993	0.005599502	0.005595792	0.004873512	0.006729406	0.003642328	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
Sphingosinicellaceae	1.17E-06	3.34E-07	5.74E-06	0	0	0	0	0	0	1.01E-06	9.15E-07	0	9.86E-07	0	0	0	2.18E-06	8.20E-07	0	0	0	2.82E-06	0	3.85E-06	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingosinicellaceae
Zymomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.73E-05	0	0	0	0	6.55E-06	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Zymomonadaceae
Alcaligenaceae	0.000135469	0.000257011	0.000200865	0	4.89E-05	0.000168267	0.000492977	0.000222579	0.000136734	1.26E-05	0.000300428	2.90E-05	0.001008941	0.001584982	0.001472089	0.000359894	0.000209614	0.000352735	0.000868338	0.000746707	0.001120468	9.38E-05	4.66E-05	0.000188519	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae
Burkholderiaceae	0.001585462	0.000497	0.000488908	0.000149359	0.000106948	0.000341823	0.001163495	0.000562134	0.00067688	0.00011053	0.000216552	6.50E-05	0.001454237	0.002662134	0.002363558	0.033740493	0.060902286	0.058634423	0.001324915	0.002911784	0.001562612	0.044643543	0.116141302	0.020645352	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae
Comamonadaceae	0.004690117	0.007441312	0.008967595	0.000590243	0.000263224	0.003129289	0.007479116	0.009780479	0.0073041	0.001522752	0.00144358	0.000120244	0.024165281	0.023096766	0.018953087	0.009106257	0.007203293	0.006879976	0.034009143	0.028489284	0.027098195	0.006163808	0.001726027	0.003403793	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
Oxalobacteraceae	0.000183851	0.000510017	0.000627737	7.19E-06	6.11E-06	8.12E-05	0.000731192	0.000669362	0.000583138	2.17E-05	4.24E-05	2.53E-06	0.002519888	0.002725677	0.002453313	0.000211612	0.000243094	0.000262501	0.003075036	0.003137978	0.002972638	0.000166399	3.43E-05	8.85E-05	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae
Sutterellaceae	0	0	7.38E-06	0	0	1.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.68E-05	0	2.82E-05	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae
Ferrovaceae	0	0	0	4.23E-07	4.37E-07	4.81E-07	3.45E-07	0	0	0	3.05E-07	0	0	0	0	0	0	0	5.60E-07	0	0	1.41E-06	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ferrovales;f__Ferrovaceae
Chromobacteriaceae	2.26E-05	8.34E-06	3.50E-05	8.46E-07	0	1.59E-05	3.52E-05	4.84E-05	5.01E-05	3.10E-05	2.47E-05	1.03E-05	9.32E-05	0.000155782	0.000159227	9.81E-05	4.37E-06	9.84E-06	5.99E-05	0.000112299	8.66E-05	4.30E-05	1.08E-05	7.25E-05	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae
Neisseriaceae	8.50E-06	4.67E-05	1.12E-05	3.38E-06	0	2.40E-06	5.52E-06	3.25E-06	1.52E-05	0	2.44E-05	0	4.98E-05	6.20E-05	3.96E-05	4.79E-05	5.02E-05	4.35E-05	0.00010364	5.16E-05	0	8.88E-05	1.23E-05	9.34E-06	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae
Gallionellaceae	0	3.00E-06	2.73E-06	6.35E-06	4.80E-06	2.40E-06	2.41E-06	2.60E-06	1.94E-06	1.76E-05	0.000132371	1.82E-05	0.000204648	1.18E-05	9.13E-06	2.55E-05	2.40E-05	1.39E-05	4.48E-06	0.000128265	1.11E-05	4.79E-05	1.59E-05	0.000330871	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae
Methylophilaceae	0	0	0	0	0	0	0	0	0	6.55E-06	0	0	1.53E-05	6.15E-06	1.52E-06	0	2.18E-06	0	5.60E-06	8.52E-06	6.04E-06	9.87E-06	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae
Nitrosomonadaceae	0.000335155	0.000103472	0.00019212	0.000374032	0.000269335	0.000356726	7.45E-05	2.31E-05	0.000102146	0.00110178	0.000635932	0.000233056	0.000173581	0.000154245	6.19E-05	6.56E-05	0.000364641	0.00088676	0.000107562	0.000223001	0.000158628	0.000156528	0.000243355	0.000107176	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae
Sterolibacteriaceae	4.19E-05	3.64E-05	2.81E-05	1.86E-05	1.13E-05	7.79E-05	2.86E-05	1.82E-05	3.23E-05	7.05E-06	6.65E-05	1.03E-05	9.67E-05	0.000217275	9.89E-05	0.000217018	7.79E-05	6.89E-05	5.88E-05	4.52E-05	9.77E-05	0.00013185	2.05E-05	0.000154443	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Sterolibacteriaceae
Sulfuricellaceae	1.52E-05	2.34E-05	1.26E-05	1.02E-05	2.18E-06	6.73E-06	2.00E-05	2.63E-05	1.94E-05	9.06E-06	1.56E-05	1.18E-06	4.24E-05	7.38E-05	5.53E-05	5.48E-05	2.69E-05	3.04E-05	4.82E-05	5.06E-05	8.81E-05	3.67E-05	1.33E-05	2.97E-05	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Sulfuricellaceae
Thiobacillaceae	0.000141041	2.60E-05	3.31E-05	5.29E-05	6.72E-05	7.98E-05	6.45E-05	0.000138421	0.000595745	3.17E-05	6.74E-05	1.47E-05	0.000238181	0.000141946	0.000384883	0.000258722	0.000250372	0.001168128	0.000168626	0.000126669	0.000135967	0.000269341	9.17E-05	0.000298993	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae
Usitatibacteraceae	0	0	0	0	0	1.44E-06	1.38E-06	3.25E-07	0	0	0	0	0	0	0	0	7.28E-07	0	0	3.19E-06	0	0	0	1.65E-06	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Usitatibacteraceae
Azonexaceae	5.28E-06	0	8.47E-06	3.81E-06	6.98E-06	0	9.31E-06	8.12E-06	2.26E-06	8.06E-06	4.88E-06	0	4.39E-05	5.33E-05	5.83E-05	0.00011739	7.64E-05	4.84E-05	2.69E-05	3.03E-05	2.01E-06	0.000132555	3.59E-05	4.84E-05	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Azonexaceae
Fluviibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37E-06	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Fluviibacteraceae
Rhodocyclaceae	3.37E-05	5.57E-05	9.21E-05	6.01E-05	6.81E-05	0.000261535	0.000121693	0.000114376	9.76E-05	2.42E-05	0.000119866	3.06E-05	0.000293905	0.000248022	0.000324539	0.000505088	0.000275846	0.00028629	0.000211762	0.000257063	0.000188339	0.000362411	9.17E-05	0.000196214	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae
Zoogloeaceae	0.000367703	0.000707282	0.000937096	0.000411266	0.001128413	0.002782659	0.000701889	0.001244168	0.000965863	0.000411657	0.000569746	0.0001042	0.002735385	0.002456645	0.003672364	0.004589813	0.002614351	0.004000673	0.002629102	0.002672284	0.002568766	0.003813777	0.001082546	0.003203182	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae
Casimicrobiaceae	0	0	1.97E-05	0	0	0	2.59E-05	0	0	0	0	0	5.82E-05	0	0	0	0	5.25E-05	0	0.000140506	0	0	8.71E-06	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;unclassified;f__Casimicrobiaceae
Bradymonadaceae	2.93E-07	0	2.73E-07	8.46E-07	4.37E-07	0	6.89E-07	3.25E-07	3.23E-07	7.55E-07	0	1.69E-07	0	0	0	1.54E-06	0	0	1.68E-06	0	5.04E-07	0.000124799	4.61E-06	5.50E-07	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bradymonadales;f__Bradymonadaceae
Microvenatoraceae	4.40E-06	1.67E-06	6.83E-06	6.77E-06	3.49E-06	4.33E-06	8.96E-06	5.52E-06	5.17E-06	7.55E-07	2.75E-06	4.05E-06	4.93E-06	3.59E-06	4.56E-06	3.86E-06	8.01E-06	5.74E-06	2.80E-06	5.32E-06	7.05E-06	6.35E-06	1.54E-06	4.40E-06	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bradymonadales;f__Microvenatoraceae
Desulfarculaceae	2.64E-06	3.34E-06	0	5.50E-06	8.73E-07	1.11E-05	0	3.57E-06	6.46E-07	1.18E-05	1.31E-05	1.66E-05	7.40E-06	6.15E-06	2.03E-06	1.39E-05	5.09E-06	1.31E-05	2.24E-06	8.52E-06	1.16E-05	7.76E-06	4.10E-06	2.86E-05	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__Desulfarculaceae
Desulfobacteraceae	0.001843206	0.001819774	0.001992799	0.000822109	0.000562679	0.002285069	0.001069036	0.001286084	0.001422612	0.002358403	0.003958332	0.001145522	0.003408506	0.002433585	0.003265168	0.003082272	0.003490653	0.002753795	0.003580352	0.003026744	0.002810989	0.004437773	0.002786031	0.007203861	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae
Desulfobulbaceae	1.85E-05	0.000198933	0.000253609	3.93E-05	4.37E-07	1.92E-05	5.52E-06	1.07E-05	5.17E-06	1.06E-05	2.59E-05	2.94E-05	0.000544907	0.000677448	7.40E-05	1.08E-05	1.82E-05	8.94E-05	6.27E-05	4.84E-05	8.06E-05	0.00039978	2.41E-05	0.000169832	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae
Desulfocapsaceae	0.00031287	0.000475972	0.000409655	2.75E-05	8.08E-05	0.00029615	0.000166509	0.000130298	0.000100207	5.41E-05	0.000220212	3.99E-05	0.000219935	0.000342823	0.000306791	0.000106578	0.000155755	0.000324844	0.000211762	0.000317736	0.000190354	0.000243253	9.53E-05	0.00028855	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfocapsaceae
Desulfosudaceae	0	6.68E-07	8.20E-07	8.46E-07	0	1.44E-06	6.89E-07	0	1.62E-06	5.04E-06	5.80E-06	3.38E-07	9.86E-07	0	2.03E-06	0	2.18E-06	5.74E-06	1.12E-06	2.13E-06	5.04E-07	5.64E-06	5.12E-07	1.04E-05	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfosudaceae
Desulfohalobiaceae	0	0	0	0	0	0	0	0	0	0	3.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfohalobiaceae
Desulfomicrobiaceae	0	1.67E-06	8.20E-07	4.65E-06	3.93E-06	4.81E-06	3.45E-07	6.50E-07	0	6.04E-06	6.10E-07	3.38E-06	4.93E-07	1.02E-06	2.54E-06	1.54E-06	1.46E-06	3.28E-06	1.68E-06	5.32E-07	0	1.20E-05	2.77E-05	1.43E-05	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfomicrobiaceae
Desulfovibrionaceae	4.31E-05	5.21E-05	6.56E-05	5.88E-05	6.55E-06	6.49E-05	3.14E-05	4.00E-05	1.26E-05	0.000147794	0.000129626	6.67E-05	5.82E-05	8.87E-05	0.000125759	0.000148283	7.06E-05	0.000146016	0.000141175	0.000223001	0.000307688	0.000124799	0.000100416	0.000150596	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae
Desulfuromonadaceae	5.98E-05	5.44E-05	7.82E-05	4.27E-05	1.96E-05	0.000124037	8.62E-06	1.10E-05	5.50E-06	4.78E-05	9.64E-05	2.47E-05	5.28E-05	4.46E-05	8.21E-05	0.000152917	6.70E-05	7.30E-05	4.26E-05	5.00E-05	5.14E-05	0.000120569	3.64E-05	0.00015939	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae
