GeneFamily	AD12	AD22	AD32	CK12	CK22	CK32
K04090	31.801	56.174	79.186	21.73	39.085	51.281
K04091	5.393	3.695	2.877	4.44	16.555	22.277
K04092	171.357	113.264	155.295	35.133	88.758	118.444
K04093	0.846	0	0	0	0	0
K04094	42.031	54.989	89.057	262.795	87.861	88.577
K04095	0	3.69	0	1.076	0	2.783
K04096	17.349	26.551	26.479	26.699	39.254	28.713
K04100	3.742	5.08	0.479	2.207	19.209	0
K04101	0.587	0	0	0	0	0
K04112	0	1.514	0	0	0	0
K04113	0	6.45	0	0.951	0	15.03
K04114	0	0.727	0	0	0	0
K04335	0	0	0	0	0	1.435
K04337	0	0	1.577	0	0	1.828
K04343	2.527	1.266	1.523	0.337	0	3.348
K04477	12.147	7.683	7.449	2.255	5.394	5.458
K04483	0	1.667	0	1.185	5.894	0
K04485	88.04	150.573	138.745	84.376	200.383	232.085
K04487	154.029	173.827	177.703	39.876	88.081	89.908
K04488	68.96	129.342	36.453	38.3	72.479	123.169
K04516	40.325	71.588	53.486	312.218	160.137	126.834
K04517	29.417	44.746	43.138	32.758	67.708	92.733
K04518	100.707	99.755	141.5	35.854	65.409	97.917
K04551	0.193	0.115	0.052	0	0.038	0
K04561	78.097	132.536	59.593	73.064	141.453	179.8
K04562	36.757	25.232	31.459	2.147	2.688	0.664
K04564	259.761	220.223	192.18	344.748	271.026	287.264
K04565	0	0.592	1.422	0	0.811	1.099
K04566	32.07	53.714	86.467	28.331	65.856	68.336
K04567	138.607	148.671	107.256	74.011	162.023	189.202
K04568	14.465	12.681	10.813	0.183	0.44	1.063
K04652	3.345	0	0	0.455	0	0
K04653	1.927	10.674	0	0	0	7.106
K04654	17.272	13.496	10.658	0.357	5.021	10.621
K04656	0	0.211	0.057	0.133	0	0
K04691	3.974	4.065	3.967	0.799	0	0.959
K04719	28.631	48.805	85.427	8.79	20.013	12.138
K04720	0.215	0	0	0	0	0
K04744	0	0.106	0.231	1.674	1.3	0.199
K04748	119.411	207.85	111.511	61.658	127.114	151.222
K04749	53.108	71.439	108.059	22.084	39.376	34.524
K04750	0.774	0	0	2.702	2.047	2.987
K04751	336.822	352.869	370.24	141.647	321.52	357.052
K04752	111.748	124.098	60.761	28.654	60.649	91.98
K04753	0	0	0	0	0	1.37
K04754	33.539	52.885	90.125	13.255	14.149	26.382
K04755	222.882	210.607	231.065	75.861	186.289	189.553
K04757	0	0	0	0.839	0	0
K04758	22.888	52.701	41.12	31.438	50.957	39.235
K04759	46.828	70.476	61.871	47.496	100.827	77.261
K04760	13.383	12.339	13.188	7.697	6.68	2.658
K04761	209.74	213.477	226.62	82.814	163.038	150.189
K04762	42.419	49.864	121.163	28.655	30.83	23.981
K04763	132.545	136.765	173.178	42.543	104.393	112.223
K04764	308.827	315.238	251.532	84.233	242.175	317.373
K04765	47.96	38.714	40.096	9.012	8.268	14.845
K04767	0	1.748	0.473	0	0	0
K04768	70.608	48.614	32.682	4.416	23.893	24.276
K04771	113.819	94.637	118.384	19.688	50.296	65.151
K04772	0.331	0.979	0.742	1.362	0.299	0
K04773	7.85	0.959	11.618	1.984	12.079	1.542
K04774	20.635	11.282	11.362	1.176	0.792	0
K04782	0	1.857	1.511	0	0	0
K04794	0	0	0	0	4.47	0
K04796	0.792	3.106	1.981	1.961	4.647	1.159
K04799	0	1.949	0	0	5.342	0
K04800	1.97	0	1.146	1.874	11.31	0
K04801	0	0	0	1.831	6.013	0
K04802	1.141	0	0	3.011	7.261	0
K04844	0	0	0	0	0	0.208
K04940	6.828	0	2.915	0	0	0
K05020	0	0	0	0	0.544	1.325
K05245	0	0	0	0	0	0.968
K05297	58.759	44.131	44.928	2.686	5.655	0.873
K05306	10.963	5.606	5.277	1.329	1.598	0
K05337	8.497	3.65	3.295	15.62	34.569	45.058
K05342	0.177	0	0	0	0	0
K05343	10.357	23.068	11.743	13.004	26.276	21.472
K05349	0.329	1.686	0.787	0.062	0	1.904
K05350	1.092	1.99	2.58	2.034	0	0
K05364	0.294	0	0	0	0	0.323
K05365	16.206	12.33	13.396	1.237	2.33	0
K05366	16.719	27.943	29.318	27.138	45.926	43.725
K05367	11.264	12.801	16.977	21.255	29.099	9.302
K05368	14.156	9.34	12.047	0.795	0	0.797
K05375	0	0	0.693	0	3.986	2.448
K05396	11.06	7.743	5.503	0	0	5.994
K05499	21.745	17.272	18.283	1.574	1.529	2.61
K05501	35.296	33.733	35.146	7.313	5.398	5.383
K05515	122.75	133.583	152.007	311.146	109.786	118.783
K05516	0	4.277	2.267	3.824	3.754	8.906
K05517	0.312	1.473	1.197	0.661	0	0.598
K05520	8.21	8.275	3.343	4.326	31.347	31.47
K05522	0	0	0	0	0	0.685
K05523	6.745	10.729	7.141	6.427	9.229	7.781
K05524	256.501	196.409	136.314	85.907	302.1	274.468
K05526	1.586	1.857	1.485	1.179	2.399	0.484
K05527	33.531	26.316	13.732	5.796	7.759	15.831
K05539	47.904	54.29	91.471	19.05	16.316	20.641
K05540	48.065	37.62	42.589	8.983	21.185	10.711
K05541	5.441	1.217	1.815	0.181	1.731	2.697
K05548	0.164	0.395	0.535	0.993	1.208	1.103
K05549	0	0	0	0	0	0.357
K05550	76.032	46.205	33.075	3.455	30.784	16.62
K05559	2.72	1.634	6.267	2.694	7.828	17.75
K05560	142.176	111.917	132.764	27.516	56.374	56.148
K05561	83.246	58.831	43.679	7.114	23.193	34.015
K05562	118.823	75.748	131.537	14.819	34.999	36.679
K05563	180.59	125.949	187.855	29.195	64.86	68.95
K05564	2.032	0	0	0.814	0	0
K05565	0.088	0	0	0.654	0.164	0
K05566	2.586	3.787	0.666	5.122	3.338	9.494
K05567	0	8.535	1.422	4.085	13.807	14.697
K05568	9.797	27.44	8.326	9.813	4.2	15.963
K05569	0.617	1.457	0.333	3.192	2.948	7.557
K05570	2.258	3.037	5.504	6.477	8.111	11.541
K05571	0	4.638	0	3.198	0	0
K05572	0	0	0	0	0	2.523
K05573	0	0	0	0	0	4.76
K05574	0	0	0	0	0	5.2
K05575	0	0	0	0	0	11.479
K05576	0	0	0	0	4.791	2.918
K05577	0	0.647	0.175	0.409	1.235	1.504
K05578	0	0	0	0	0	10.942
K05579	0	0	0	0	0	6.196
K05580	0	0	0	0	0	7.095
K05581	0	0	0	0	0	4.274
K05582	0	0	0	0	0	4.423
K05589	3.648	4.022	11.057	5.673	11.284	4.865
K05590	43.4	27.644	25.843	3.582	0	0.743
K05591	1.142	2.924	2.183	2.073	0.591	0.357
K05592	83.971	89.664	80.054	50.683	89.908	86.578
K05593	0	0	0.968	0	0	0
K05595	77.668	117.748	128.318	41.657	64.521	78.678
K05596	9.138	10.082	5.265	1.424	1.499	3.634
K05601	40.38	27.762	22.918	2.072	1.797	11.766
K05603	70.961	46.354	61.908	6.804	15.917	20.157
K05606	245.599	229.091	262.566	358.51	237.662	284.209
K05685	0	0.265	0.215	1.174	1.215	1.468
K05692	1.143	0.531	0	2.072	4.565	0
K05709	0	0	0	0	0	1.191
K05710	0	0	0	0	13.98	0
K05712	125.661	107.702	122.163	24.048	62.645	66.844
K05714	0	0	0	0	0	0.614
K05772	15.425	14.863	14.622	0.228	2.815	0
K05773	104.649	96.035	107.397	19.628	47.076	60.083
K05774	5.679	11.441	19.902	2.197	2.271	2.732
K05775	0	0	0	0	0	1.141
K05776	11.274	10.591	5.872	0	1.331	1.307
K05777	22.135	39.511	72.037	11.258	10.326	7.992
K05778	0	0	0	0	0	0.318
K05779	11.654	25.058	44.174	4.864	3.713	7.89
K05780	24.683	34.999	64.652	12.598	14.166	13.159
K05781	56.05	69.889	98.263	18.7	30.517	36.434
K05782	30.645	15.547	16.317	2.347	7.086	13.728
K05783	0	0.751	0	0.949	1.72	0
K05785	0	0	0	0.418	0	1.296
K05786	56.3	60.949	93.746	13.341	24.073	23.216
K05787	68.288	37.584	47.53	3.877	9.487	10.659
K05788	282.302	295.434	302.993	345.205	273.306	286.756
K05790	0	0	0	0	0	0.491
K05794	19.859	26.611	20.494	11.364	57.497	84.973
K05796	0	0	0	0	0	3.487
K05797	2.32	2.269	0	0	0	0
K05798	10.318	7.294	8.873	0	1.323	0
K05799	152.982	157.028	177.416	45.033	104.906	75.48
K05800	282.753	267.563	387.551	68.455	158.838	188.28
K05801	148.844	180.993	231.295	43.542	92.605	96.974
K05802	0.09	0	0	0	2.07	0
K05803	0.269	2.513	2.306	0.591	0	2.394
K05804	0	0	0	0	0	3.863
K05805	15.346	6.964	8.345	3.106	9.238	12.406
K05807	166.072	136.523	170.171	25.384	81.013	79.44
K05808	16.016	41.952	49.05	29.7	54.086	63.995
K05809	18.853	10.197	13.367	0	0	0
K05810	75.683	44.782	33.363	3.746	21.366	27.517
K05812	0.674	2.644	2.976	2.022	0	1.602
K05813	228.159	203.482	262.349	44.803	86.783	112.76
K05814	220.386	204.765	274.913	41.34	105.683	103.119
K05815	219.889	219.656	272.853	44.164	100.534	126.066
K05816	182.805	147.254	190.679	30.174	75.611	84.454
K05819	0	0	0	0	0	0.414
K05820	1.996	5.086	2.744	1.163	0.381	0.464
K05826	2.648	0	0	0	14.979	0
K05827	1.012	0	0	2.991	12.234	0
K05828	0	0	1.019	1.392	5.337	0
K05829	0	0	0	1.642	2.029	0
K05830	0	0	0	0.858	2.971	0
K05831	0	1.1	0	1.673	6.061	2.461
K05832	13.458	12.993	10.509	5.884	13.579	18.807
K05833	16.401	11.251	10.123	2.95	6.418	5.143
K05834	2.951	3.943	3.417	0.636	2.299	5.6
K05836	0.355	0.838	3.469	2.983	0.62	0
K05837	179.747	156.789	165.33	213.17	116.292	131.206
K05838	26.69	38.053	59.482	13.263	20.326	17.316
K05844	216.005	291.373	209.014	126.547	265.549	313.404
K05845	7.178	8.691	5.534	2.646	12.541	8.535
K05846	1.472	8.488	1.932	2.899	2.024	6.417
K05847	3.579	1.51	4.939	3.322	8.801	0
K05851	20.446	14.162	15.361	0.46	0	0
K05874	0	0	0	0.095	0	0
K05876	0	0	0	0	0	0.644
K05878	0	0	0	0	0	0.956
K05880	0	0	0	0	0	0.498
K05881	0	0	0	0	0	2.354
K05888	0	0.233	0.102	1.504	1.184	1.731
K05895	20.945	34.133	43.715	5.086	0	8.706
K05896	124.506	74.098	75.245	11.76	64.972	60.684
K05916	43.487	29.209	30.621	1.86	19.649	14.552
K05922	0	0	0	0.193	0	0
K05927	0.212	0	0	0	0	0
K05934	106.873	75.503	60.574	8.153	35.201	39.359
K05936	70.938	44.664	45.62	8.901	30.913	15.652
K05939	0	0	0	0	0	1.529
K05946	0	0	0	0	0	0.719
K05952	176.567	117.62	200.396	16.832	49.669	62.939
K05966	0	0	0	0	0	0.609
K05970	0	0	0	0.614	1.187	0.361
K05973	140.632	107.78	137.471	24.448	66.443	76.236
K05989	0	0	0	6.501	0.14	0.511
K05995	0	0	5.002	4.476	0	6.026
K06001	63.846	79.482	52.795	27.766	75.375	115.615
K06006	5.136	14.353	2.692	0	3.379	5.14
K06013	12.802	31.213	22.195	265.109	63.404	57.975
K06015	0	0	0.1	0.233	0	0
K06016	253.992	205.971	260.572	49.779	121.528	162.502
K06020	86.345	82.253	50.102	32.364	84.767	123.312
K06024	129.685	96.139	137.299	26.943	74.219	79.922
K06034	8.536	9.304	5.119	4.781	19.831	25.736
K06041	178.808	174.958	174.241	59.667	131.798	127.688
K06042	104.052	73.223	81.051	20.918	68.127	65.783
K06048	0	0	0	0	0	3.172
K06072	0	0	1.159	1.709	4.948	0
K06073	0	0.559	0.757	0.354	0	0
K06074	1.24	1.591	1.491	0.681	0	0
K06075	0	0	0	0.671	0	3.516
K06076	10.819	27.051	20.399	15.852	16.785	19.227
K06077	0.475	0	1.172	0.456	0	1.381
K06078	0	2.007	0	0.696	0	0
K06080	0	0	0.546	0	0	0
K06118	2.27	0	0	0.356	12.775	6.743
K06120	0	0	0	0	0	0.58
K06131	14.664	19.106	14.595	4.706	1.179	2.077
K06132	0.144	0.864	0.376	2.127	2.182	2.321
K06133	0	0.299	0	0.859	0	0
K06134	0	0	2.705	0.917	0	0
K06136	0	0	0.167	1.363	1.411	3.437
K06137	9.853	8.023	6.987	10.887	28.567	24.132
K06138	0	0	2.083	0.66	0	0
K06139	0	0	0	0.304	1.102	0.895
K06140	0	0	2.103	3.902	4.488	3.216
K06141	0.196	0.464	0.502	0.733	0	1.279
K06142	13.872	19.507	22.989	285.023	68.891	64.054
K06143	0	2.55	1.414	2.766	5.278	1.098
K06144	42.936	22.214	22.561	4.251	1.466	0
K06145	181.221	123.248	155.845	27.704	75.191	80.783
K06147	302.97	265.274	336.747	59.3	162.73	169.533
K06149	4.13	4.284	4.336	5.627	5.995	0
K06153	144.167	111.563	117.259	49.918	92.037	91.189
K06155	15.497	25.879	21.216	11.553	30.088	39.428
K06156	0	0	0	0	2.5	4.108
K06158	95.706	157.677	177.769	103.555	201.205	191.045
K06159	0	0	0	0	0	0.295
K06162	19.406	45.575	76.809	12.402	24.846	12.179
K06163	131.433	106.156	129.421	20.464	44.857	53.333
K06164	33.188	35.122	67.245	17.131	19.339	26.074
K06165	10.763	29.676	66.792	9.955	1.85	15.717
K06166	6.453	15.909	29.862	5.586	9.901	6.581
K06167	140.893	111.005	149.981	18.949	49.033	48.535
K06168	239.928	251.88	234.373	93.207	257.31	239.246
K06169	79.666	111.307	97.91	70.569	156.931	149.362
K06173	48.615	38.237	49.319	20.64	27.473	25.565
K06174	1.154	0	0	1.833	7.496	0
K06175	26.32	16.147	19.652	1.223	2.836	0.862
K06176	0.881	0.516	4.533	2.148	4.587	3.895
K06177	101.838	111.743	141.786	23.165	48.439	47.081
K06178	66.694	70.54	90.379	32.943	37.877	37.527
K06179	197.072	146.998	142.483	17.164	47.66	45.172
K06180	154.198	162.113	149.852	93.933	191.352	176.566
K06181	41.779	33.317	34.984	5.316	8.389	6.658
K06182	46.241	86.315	55.854	43.682	73.661	99.812
K06183	8.042	8.903	8.063	3.718	4.593	0
K06186	3.113	6.004	6.261	4.143	2.548	6.375
K06187	201.942	179.368	189.091	50.119	136.1	145.756
K06188	22.074	39.363	25.197	22.99	44.711	61.244
K06189	24.265	22.495	22.632	4.945	13.612	6.218
K06190	175.507	107.916	107.574	5.916	29.802	31.545
K06191	10.025	62.991	59.379	10.255	4.955	2.259
K06192	0	0	0	1.067	0	0.295
K06193	57.35	90.82	100.693	24.686	43.719	39.396
K06194	11.21	9.524	8.489	2.951	2.272	0
K06195	65.723	91.806	68.719	41.917	88.213	106.309
K06196	234.596	168.612	182.105	42.549	102.854	97.451
K06197	0	0	0	0.409	1.005	0
K06199	106.853	58.019	57.226	13.62	43.009	29.805
K06200	0.13	0.758	0.333	1.161	0.243	0.972
K06201	0	0	0	0.252	0	0
K06202	10.48	4.921	8.867	2.546	0	2.561
K06203	5.967	3.24	2.763	6.232	2.407	1.437
K06204	91.177	123.211	151.673	56.764	122.277	158.724
K06205	0.701	1.587	3.885	0.474	1.134	0
K06206	10.416	7.102	8.514	5.439	5.064	14.048
K06207	195.234	293.182	244.772	398.467	412.526	417.142
K06211	0	0	0	0	0	0.813
K06212	16.656	13.051	16.374	0.669	0	0
K06213	146.333	158.347	165.932	261.675	130.151	128.37
K06214	0	0.386	0	0.926	0	0
K06215	16.203	19.433	5.989	12.932	77.623	110.697
K06217	260.579	287.294	259.61	110.531	266.611	341.296
K06218	84.811	47.381	37.297	0	4.345	5.638
K06219	5.466	5.312	7.043	0.47	0.568	2.678
K06221	0	0	0	0	0	2.551
K06222	0.291	1.033	0.559	0.218	0	1.954
K06223	24.95	23.851	27.95	15.945	8.033	6.096
K06281	20.208	13.953	8.531	0	9.323	11.925
K06282	45.509	22.604	19.906	2.138	11.418	19.242
K06283	0	0	0	0	0.687	0.532
K06284	0	0.83	0	0	0	0
K06287	82.254	112.257	161.644	30.119	34.447	43.426
K06346	0.264	0	0	0	0	0.58
K06373	0	0.447	0	0	0	0
K06377	0.935	1.089	1.795	2.513	0	0
K06392	0	0	0	0	0	2.771
K06400	0	0	0.167	0	0	0
K06412	0	1.547	0	0	0.718	0.4
K06415	15.888	42.17	90.644	10.909	10.507	9.291
K06416	2.487	1.133	0.458	1.269	0	2.098
K06445	26.924	13.917	20.31	4.783	5.184	1.539
K06446	0.955	4.518	1.78	3.09	21.59	13.504
K06447	32.317	20.595	22.92	5.16	2.44	4.983
K06518	0.595	0.703	0.381	0.408	0	3.798
K06596	0	0.041	0.612	0	0	0
K06597	0	0	0.73	3.828	3.204	0.971
K06598	0	0	3.099	1.686	1.156	9.94
K06601	165.843	100.644	75.358	15.014	60.092	120.643
K06602	16.176	40.26	88.837	8.728	16.215	9.878
K06603	0	0	0.448	1.047	2.53	0
K06718	59.258	75.261	104.445	17.022	39.437	35.763
K06720	91.871	100.769	128.749	22.18	44.206	35.378
K06726	1.629	0.309	2.366	1.105	0	4.877
K06857	71.203	44.333	30.114	5.341	20.375	14.885
K06858	0.834	0.617	3.115	1.396	0	0
K06860	2.046	2.341	1.426	2.475	4.478	8.551
K06861	322.367	386.096	312.242	449.872	456.974	432.213
K06863	0	2.698	0	2.778	9.669	0
K06865	0	0	0	0	3.88	0
K06866	31.276	18.885	17.473	0	0	0
K06867	4.838	2.144	1.929	4.513	5.997	19.804
K06869	0	1.746	0	0	6.197	0
K06871	124.961	65.569	56.451	5.368	35.733	44.895
K06872	6.187	0.917	2.565	8.856	0	2.434
K06875	1.735	0	0	0	2.97	0
K06876	1.801	0.178	1.339	4.488	4.299	1.947
K06877	0	0	0	0.788	3.684	0
K06878	134.572	114.243	135.226	16.549	69.821	88.47
K06879	6.992	5.552	4.736	2.604	1.066	1.891
K06880	1.356	2.67	2.59	0.638	0	0
K06881	3.817	0	5.358	6.184	4.857	1.528
K06883	16.189	38.452	12.46	260.048	80.493	73.358
K06884	0	0	0	0	0	4.613
K06885	4.988	14.839	15.136	283.342	69.863	24.48
K06886	4.834	6.9	9.498	4.994	26.856	13.298
K06887	0	0	0	0	0	4.218
K06888	0	1.619	2.752	2.536	3.842	0.227
K06889	23.338	33.895	39.817	31.916	57.886	41.25
K06890	170.917	120.178	147.648	19.502	55.71	48.981
K06891	250.717	242.116	243.389	95.94	225.349	240.17
K06894	22.467	38.28	54.548	32.39	32.392	26.327
K06895	143.958	70.746	87.348	13.416	30.287	27.106
K06897	0.288	0	0.366	0	0	0
K06898	0	0	0	0	4.925	0
K06899	8.402	4.693	5.914	3.068	1.25	1.02
K06901	207.697	153.191	170.206	23.553	45.832	69.442
K06902	15.594	33.276	29.802	14.307	26.404	38.562
K06903	0	2.945	3.478	0	0	0
K06904	13.191	41.492	66.185	14.176	16.367	5.49
K06907	3.276	6.566	4.596	3.432	9.898	2.079
K06909	0	0	0	0	0	0.383
K06910	0	0	0	0.844	1.36	0
K06911	159.767	158.794	234.735	51.874	141.515	115.507
K06915	74.146	136.932	154.111	78.932	176.845	153.115
K06916	32.991	57.401	85.013	11.722	14.926	11.551
K06917	32.762	43.414	58.916	11.199	12.946	12.418
K06918	95.62	95.74	108.804	16.471	35.695	48.142
K06919	0	0	0	0	0	0.53
K06920	132.67	86.551	91.919	254.729	71.501	51.968
K06922	0	0	0	1.522	0	6.106
K06923	103.679	73.816	59.267	17.395	63.153	62.294
K06925	153.311	98.625	61.163	4.659	35.986	47.421
K06929	109.854	64.671	48.723	4.205	27.274	50.635
K06934	0	0.925	2.505	0	0	0
K06937	5.816	10.746	10.872	19.848	35.982	20.977
K06938	57.115	33.507	37.641	1.636	27.454	23.764
K06940	33.746	50.601	43.584	38.72	75.089	49.248
K06941	170.361	229.745	215.79	369.493	306.478	283.538
K06942	300.493	374.716	307.456	407.932	414.829	379.554
K06944	0	0	0	1.838	5.467	0
K06945	4.065	6.276	3.129	0	11.841	16.098
K06946	0	0	0.082	0	0.464	0
K06949	26.785	45.672	52.089	39.006	74.672	70.209
K06950	1.298	0.495	5.674	4.058	8.916	1.611
K06952	72.257	45.22	35.59	9.943	43.852	35.922
K06953	0	0.9	0	0	0	0
K06954	0	0	0.862	0.134	0	0
K06955	0.229	0	0	0.668	0.825	1.005
K06956	20.024	13.159	16.373	1.555	0	3.666
K06957	0	0.354	0.129	0.601	0.543	0.221
K06958	20.85	13.105	13.225	5.007	14.439	13.217
K06959	97.817	102.989	86.941	72.964	106.792	123.853
K06960	8.089	21.101	9.81	36.617	40.2	69.708
K06961	0	1.816	0	0	7.614	0
K06965	0	3.087	0	2.729	0	3.445
K06966	128.042	195.734	267.189	383.695	223.017	210.002
K06968	17.231	11.5	16.3	3.846	0.933	1.4
K06969	85.54	55.828	74.546	12.779	26.534	26.739
K06970	5.596	6.662	5.904	9.699	10.361	7.313
K06971	0	0	0	0	5.5	1.336
K06973	23.897	39.699	33.197	31.272	54.68	55.528
K06975	36.593	38.768	43.518	12.107	63.948	86.975
K06978	15.911	16.209	35.146	8.5	7.413	8.73
K06979	9.668	17.772	7.659	1.968	7.939	6.394
K06980	1.645	2.178	6.1	2.636	1.762	1.588
K06981	1.999	1.687	0	0.64	0	0
K06985	5.447	2.561	3.704	0.675	0	0
K06987	38.104	44.315	97.873	43.435	67.048	42.854
K06988	91.799	64.406	49.798	5.58	33.351	33.019
K06991	21.049	60.582	94.974	22.181	32.658	35.424
K06992	0	1.188	1.232	2.083	3.936	0.676
K06994	0.445	0	0	0	0.478	0.965
K06995	0.225	0	0	0	1.203	1.477
K06996	78.109	50.772	49.912	5.919	32.592	41.68
K06997	41.814	64.904	105.368	27.559	20.669	28.784
K06999	102.769	91.028	112.061	22.088	41.993	70.914
K07000	13.376	10.199	10.994	1.003	3.77	0
K07001	26.023	17.371	22.585	9.586	15.528	27.102
K07003	19.564	55.524	41.504	37.851	71.866	46.329
K07004	0	0.375	0.768	1.262	1.122	0.82
K07005	0	0	3.31	2.712	3.962	13.155
K07006	29.902	48.251	90.551	14.76	16.53	14.853
K07007	41.715	56.928	89.07	29.517	15.542	28.154
K07008	67.837	74.015	97.837	14.197	23.223	17.335
K07010	145.993	117.829	129.599	29.01	58.292	60.059
K07011	0	1.853	3.28	0	0	0
K07014	0.852	0.859	1.785	0.726	0	0
K07017	14.487	24.939	26.815	16.673	45.181	35.736
K07018	192.111	177.403	206.036	58.958	141.047	208.908
K07019	0.939	1.888	0.434	1.237	2.189	1.538
K07020	0.737	2.594	2.777	3.293	6.828	4.759
K07024	1.447	3.229	4.883	1.134	1.085	6.57
K07025	149.398	139.986	194.12	34.073	102.867	119.299
K07026	0.303	2.149	0.364	0.909	0.555	0
K07027	1.966	2.654	11.251	7.931	20.064	28.716
K07028	0.28	0	0.09	0.523	0.758	0.923
K07030	0	0	0	0	0.687	0.279
K07032	24.521	12.502	21.47	0	6.745	4.616
K07034	49.963	37.042	37.998	2.27	1.998	3.556
K07037	20.843	30.082	32.118	23.522	45.682	43.592
K07038	0.696	2.301	1.631	0.685	0.822	3.991
K07039	0.476	0.563	2.237	2.158	2.754	2.557
K07040	31.583	36.071	33.264	5.495	3.94	5.683
K07041	1.242	0	0.679	1.246	6.44	0
K07042	5.07	9.372	8.565	1.354	0	0
K07043	12.646	12.289	14.126	6.354	8.577	7.488
K07044	0	1.164	0	0.67	0	1.314
K07045	27.632	27.009	22.523	32.773	84.056	86.011
K07046	0.773	0.698	1.886	0	0	0.643
K07047	3.079	0.464	0.151	1.419	6.028	0.294
K07048	0	0	0	0	0	0.604
K07050	0	0	0	0	0	6.23
K07051	5.905	3.977	6.102	4.524	8.741	9.211
K07052	0.592	3.303	9.318	6.1	11.517	14.605
K07053	11.197	15.828	14.107	9.272	14.245	37.504
K07054	0	0.908	2.651	3.397	8.61	5.521
K07056	195.926	220.797	213.592	102.168	233.019	203.693
K07058	43.214	81.103	112.715	24.704	60.292	69.985
K07062	0	0	1.925	1.195	2.935	8.985
K07064	0	0	0	0	0	6.321
K07067	0	0	0	0	0.78	30.995
K07068	0	0	0	2.11	8.502	0
K07069	6.698	6.212	4.247	14.499	24.506	2.607
K07070	1.363	0	2.211	2.474	0	0
K07071	0	1.105	0	2.56	2.832	2.337
K07075	0	1.434	1.481	0.306	2.826	0
K07077	8.641	179.795	418.008	111.193	7.684	5.158
K07080	286.749	253.694	295.621	41.636	121.18	157.229
K07082	15.056	45.439	69.669	22.275	26.033	22.169
K07084	11.11	9.374	9.411	2.894	2.443	1.501
K07085	40.401	23.478	32.139	1.805	0.236	2.995
K07086	2.727	1.381	0.218	1.747	8.087	0
K07088	244.914	176.323	275.042	38.113	91.3	96.238
K07089	11.093	17.92	11.104	10.96	25.247	43.55
K07090	309.277	325.822	443.486	70.055	152.811	224.556
K07091	176.405	152.318	174.838	36.547	77.634	75.406
K07093	18.17	11.229	12.189	0.757	0	3.243
K07095	8.91	27.672	24.143	34.204	39.236	37.665
K07096	47.563	20.485	18.802	1.507	11.916	10.884
K07098	10.705	20.883	13.121	2.522	29.06	23.063
K07101	2.966	2.916	1.549	1.454	6.127	6.312
K07102	0.191	1.247	0.569	1.717	1.217	0.988
K07106	54.317	111.306	175.127	52.937	63.292	70.185
K07107	113.509	85.317	87.311	57.981	102.835	133.547
K07109	0	0	2.781	0	0	2.17
K07110	16.533	44.611	65.847	19.277	17.606	12.113
K07112	158.186	136.189	108.021	25.176	77.838	99.191
K07113	104.933	75.781	62.234	8.127	33.127	24.45
K07114	56.139	88.712	94.653	75.381	159.181	151.479
K07115	37.3	24.033	22.065	5.544	4.242	3.9
K07116	0	0	0	0	0.19	0
K07119	6.556	24.925	29.34	9.343	20.495	28.969
K07120	1.586	0	0.888	0	0	2.445
K07121	0.12	1.406	1.757	0.968	0.637	2.2
K07122	0	1.633	0	0	0	2.607
K07126	0	0.153	1.023	1.131	7.522	10.24
K07127	131.492	59.145	77.822	7.029	22.609	41.122
K07131	1.329	0	0	0	0	2.225
K07133	12.884	10.246	6.406	9.409	20.283	22.029
K07136	0	3.719	7.795	2.462	4.012	3.567
K07137	42.415	83.532	59.452	73.164	131.214	120.774
K07139	26.392	17.802	18.997	1.382	0	1.128
K07140	23.538	34.326	66.652	12.129	2.957	16.348
K07141	0.381	1.803	0.975	0.662	5.889	0.966
K07146	177.66	184.46	216.523	76.779	151.41	151.017
K07147	60.197	54.165	52.455	9.519	29.934	40.014
K07148	0	0	0.239	0	0	0.873
K07150	0	0	0	0	0	2.364
K07152	118.559	112.313	102.086	46.153	146.492	144.148
K07153	14.521	13.034	11.863	2.815	5.414	1.867
K07154	46.731	25.797	31.468	3.622	13.234	21.682
K07156	0	0	0	0	0	5.848
K07157	0.469	10.609	7.889	3.402	14.401	1.995
K07160	6.064	12.272	28.147	9.94	2.719	7.583
K07161	9.78	8.3	4.371	9.984	64.217	74.472
K07164	27.792	52.522	39.574	27.655	74.929	79.699
K07165	0.43	1.236	1.216	0.322	0	1.641
K07166	0	0	0	0	0	0.658
K07167	20.799	41.334	62.199	7.806	17.418	21.714
K07168	8.902	21.872	33.723	7.379	7.035	5.363
K07171	2.252	5.601	0	4.193	6.1	9.544
K07172	8.935	1.375	2.884	0.851	18.2	38.348
K07173	37.892	24.622	36.171	3.606	1.534	3.601
K07175	31.282	26.888	18.733	13.585	29.906	48.49
K07177	0.229	0	0	0	0	1.13
K07178	0.818	0.983	3.125	0.828	0	0
K07180	188.776	153.853	178.787	54.375	113.006	116.58
K07181	1.303	3.064	5.483	0.973	0	0
K07182	23.737	22.827	21.577	4.031	10.546	3.126
K07183	46.254	32.154	18.883	2.201	13.77	17.635
K07184	0.721	1.918	2.185	0.864	4.297	2.542
K07186	0.721	0	0	0	0	0
K07192	11.732	24.88	22.538	33.833	49.082	35.759
K07213	6.671	5.944	0.827	3.967	2.38	11.873
K07214	0	0	0	0	0	2.535
K07218	110.287	85.797	73.347	19.923	69.346	62.465
K07220	24.723	19.192	21.3	5.903	14.839	0
