#OTUID	CK12	DA21	CK31	DA23	DA13	DA12	A11	AD32	A21	CK21	AD22	CK22	AD21	AD12	DA22	A23	CK23	AD33	AD31	DA11	CK33	AD23	A22	AD11	AD13	CK13	A13	A12	CK11	CK32
NCBI1461583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1461694	0	15	4	29	3	3	16	5	8	33	5	13	2	4	15	17	4	9	5	12	1	3	21	10	13	10	4	1	3	1
NCBI1462615	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1463158	57	0	3	12	0	26	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	24	29	0	68	0	13	0
NCBI1463165	0	0	19	0	0	0	0	0	0	0	37	0	18	0	0	56	0	176	0	0	21	0	0	0	0	0	0	0	41	160
NCBI1464	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
NCBI146474	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1465	0	0	0	0	0	0	33	0	0	0	0	0	0	0	13	0	25	0	0	0	0	0	65	0	0	0	0	0	0	0
NCBI1467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NCBI146919	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NCBI146923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	35	0	0	0	0	0	0	0
NCBI146939	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	62	26	51	26	22	85	0
NCBI1470176	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
NCBI1470434	42	640	19	685	46	46	22	40	103	540	371	317	215	21	1999	11	223	57	44	54	93	83	29	18	10	46	28	15	76	42
NCBI1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
NCBI1471139	0	0	0	0	0	0	0	42	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1471275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
NCBI1471761	0	3	0	0	2	1	0	0	1	0	0	3	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
NCBI147206	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1473598	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1474	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1476025	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI147640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
NCBI147645	4752	1621	571	1957	4350	2567	1726	641	610	2584	405	1995	777	3055	1754	2255	2827	1095	981	3195	513	287	1921	3112	5083	5372	3537	1934	4178	779
NCBI1476901	60	12	2	39	33	51	29	0	23	15	32	15	4	4	13	21	22	4	8	55	0	23	24	24	45	36	30	21	47	16
NCBI147709	2	1	2	3	0	2	0	0	5	5	0	0	5	0	7	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NCBI1477518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
NCBI1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	11
NCBI147802	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1478040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NCBI147825	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI147871	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1479	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1479019	0	0	0	0	0	0	43	0	2	0	0	0	0	13	34	0	0	0	0	16	0	0	17	0	0	18	0	0	24	0
NCBI1481663	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0	0
NCBI1481923	0	0	1	0	0	0	0	3	8	0	4	0	4	0	0	9	0	2	1	0	0	0	6	0	0	0	0	0	0	0
NCBI1482	0	0	1	0	0	4	0	0	4	1	0	6	4	1	0	3	0	1	0	0	5	1	0	0	4	0	23	0	0	0
NCBI1482074	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	1	0	0	13	0	1	0	0	0	0	0	0	0	0	0
NCBI1484157	0	0	0	0	1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI148447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1486034	484	228	46	447	358	317	408	35	752	153	420	196	179	339	146	233	141	97	20	305	30	393	535	418	433	386	424	445	487	51
NCBI1486245	43	6	15	59	36	71	36	35	95	21	54	64	168	31	22	25	37	0	14	32	44	77	97	43	23	22	19	25	31	0
NCBI1486246	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	0
NCBI1486262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NCBI1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI148813	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
NCBI1489298	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1490	361	1	0	1	12	3	4	5	5	8	18	3	12	194	1	13	0	4	1	0	103	13	7	3	4	0	10	1950	0	3
NCBI149016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1491	97	18	18	41	2	95	24	24	28	14	29	19	42	4	81	185	11	4	13	17	45	21	34	0	71	4	66	0	0	8
NCBI1492	0	13	9	1	20	0	0	5	39	4	19	6	31	5	6	65	2	22	9	2	20	33	64	0	0	3	0	4	0	27
NCBI1492737	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	1	0	1	5	5	0
NCBI1492898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NCBI1492905	0	0	0	44	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1493872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
NCBI1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1494626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI149548	0	0	0	0	0	0	116	48	0	0	0	0	29	0	0	0	104	0	0	0	0	0	0	14	0	0	236	288	0	0
NCBI1495638	13	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
NCBI1496	30	0	0	0	0	0	0	0	3	0	0	9	12	0	15	9	22	4	3	0	6	16	30	9	0	0	0	0	0	4
NCBI1496080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NCBI1497	0	0	0	0	0	0	10	0	0	0	0	0	0	19	0	0	0	0	3	1	2	0	1	11	17	1	5	12	0	0
NCBI1497872	0	1	1	1	0	1	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0
NCBI1499308	0	10	4	5	13	23	27	0	16	18	14	0	0	21	3	0	0	0	0	25	0	21	11	0	30	0	51	0	100	0
NCBI1499686	0	0	1	0	0	4	3	0	2	0	0	0	0	0	0	0	3	0	0	0	0	4	0	1	0	2	1	0	1	0
NCBI1499687	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI1500254	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI150026	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0
NCBI1500395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NCBI1500411	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NCBI1500412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
NCBI1500414	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI150055	0	19	0	0	0	0	0	0	13	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI150056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
NCBI1500687	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI150120	1	1	1	1	3	10	10	1	3	5	6	10	6	44	1	0	0	1	1	4	0	19	0	8	36	6	14	26	18	2
NCBI1501392	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1501662	9	3	0	5	7	0	4	0	0	3	2	3	2	8	2	3	4	0	0	0	0	0	0	4	4	0	0	0	0	0
NCBI1502	265	356	548	216	138	168	355	352	438	151	763	171	1104	30	186	785	193	309	356	68	966	1096	2918	61	239	668	227	140	146	247
NCBI1503055	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI150340	0	0	2687	0	0	0	75	2600	90	0	2811	0	4826	0	0	41	0	483	1102	0	2150	5165	63	0	4	0	187	13	0	478
NCBI150395	2522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4395	0	0	0	2570	0	0
NCBI150396	0	0	0	0	0	0	0	0	0	0	0	0	25	0	18	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0
NCBI1504	0	0	3	2	0	0	0	1	0	0	3	0	5	0	2	13	0	1	0	0	1	0	14	0	4	0	0	0	0	1
NCBI1504981	0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0
NCBI1505	9	0	1	0	0	0	0	0	0	1	4	0	6	0	0	9	0	4	6	0	13	4	3	10	0	0	0	2	0	1
NCBI1505659	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1507512	0	7	0	0	0	3	0	1	1	1	1	0	6	0	1	5	0	3	1	0	3	2	9	0	0	0	0	0	0	2
NCBI1508404	1	5	0	5	29	0	43	4	24	0	10	6	24	8	1	13	8	0	4	0	8	12	12	17	9	0	20	14	2	0
NCBI1509	0	0	0	22	0	0	0	0	0	0	0	0	36	79	31	58	0	0	0	0	56	79	0	0	0	0	0	0	0	0
NCBI1510	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1510150	22	0	0	4	26	31	12	0	0	0	1	1	6	3	0	0	2	0	0	22	0	0	0	6	10	28	21	15	67	0
NCBI1510468	5	2	44	11	0	13	2	13	30	4	7	9	15	8	14	34	3	2	11	5	35	43	44	3	1	5	0	2	10	0
NCBI1510570	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI151081	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	4	2	6	0	4	0	0	4	0	0	0
NCBI1511	3	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0
NCBI151276	47	14	7	39	49	43	42	15	53	35	71	51	54	24	21	44	32	10	9	34	7	69	87	44	44	45	24	49	64	21
NCBI1513	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	4	2	6	0	0	0	0	0	0
NCBI1513271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1514074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
NCBI1514105	0	3	0	0	2	0	135	0	0	0	3	0	0	61	0	0	0	0	0	0	0	0	0	57	74	2	206	58	0	2
NCBI1515	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	2	0	0	0	0	0	0	0	39	0	0	0	0	0	0
NCBI1515612	0	14	7	80	0	6	12	10	2	12	0	16	5	0	45	6	26	0	5	0	5	0	10	7	0	26	0	0	0	0
NCBI1516059	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1
NCBI1517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI1517551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0
NCBI1517554	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI151783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	17	0	11
NCBI151985	0	81	22	91	0	0	0	0	0	36	0	0	0	0	12	0	0	0	116	77	0	0	0	0	24	82	0	0	0	0
NCBI1520	6	5	0	0	0	0	0	7	11	0	7	5	10	0	7	3	0	18	0	0	14	15	39	56	0	7	0	0	0	13
NCBI1521	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI1521117	38	0	4	8	0	0	5	7	3	8	2	3	11	4	4	17	13	5	5	23	12	0	3	0	0	0	3	0	6	1
NCBI152142	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0
NCBI1522	0	0	0	0	0	0	0	0	0	20	0	0	0	0	70	45	0	0	0	0	0	0	0	45	0	0	0	0	0	0
NCBI152268	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1522758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI152297	10	0	0	24	0	0	22	0	44	0	0	0	0	38	28	0	45	0	0	0	0	17	15	13	15	0	11	0	0	0
NCBI152331	0	0	0	4	0	0	3	0	2	0	0	0	3	0	0	0	0	0	0	0	1	4	8	0	0	0	0	0	4	0
NCBI1523415	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1524259	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
NCBI152480	10	0	0	0	18	37	2	0	0	0	0	0	0	0	2	0	0	3	10	0	0	0	0	0	0	58	0	6	31	0
NCBI152507	0	0	0	832	0	0	0	1446	0	1584	0	0	0	0	0	0	0	0	0	0	765	0	0	0	0	0	0	0	0	0
NCBI152509	79	129	150	233	0	0	45	0	148	0	129	0	0	84	195	166	789	0	0	38	0	51	0	43	41	0	35	35	82	0
NCBI1526412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
NCBI1526571	0	0	3	0	1	1	0	83	0	0	1	0	5	0	0	0	0	0	2	0	3	9	0	0	0	0	0	0	1	1
NCBI1526658	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
NCBI152682	0	0	77	0	0	0	0	69	83	0	3	104	0	0	0	19	255	0	45	0	0	0	10	0	0	0	0	0	0	247
NCBI1526927	0	0	1	0	2	0	19	0	5	0	4	0	9	13	0	1	0	0	0	0	0	4	6	12	5	0	47	17	0	0
NCBI152794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1528099	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1528762	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1529	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
NCBI1529068	94	15	12	23	51	48	31	9	25	24	25	26	42	75	8	91	13	8	11	65	20	40	45	41	57	77	99	57	56	18
NCBI1529069	1054	191	31	238	669	1125	3143	38	557	131	461	174	182	2752	114	221	200	37	32	714	46	248	422	2656	3862	1026	3791	2768	2149	77
NCBI1530123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	17	0	0	0	0
NCBI1531	23	0	0	27	0	0	0	0	0	0	0	0	0	0	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI153151	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1532023	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
NCBI1532552	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1532555	0	0	54	0	98	0	0	0	0	0	0	26	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
NCBI1534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NCBI1534348	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1534349	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1534743	6	7	3	0	0	0	0	6	11	0	0	0	2	9	0	0	0	0	0	0	0	2	3	0	0	0	6	0	0	3
NCBI153500	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1535768	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
NCBI1536769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0
NCBI1536770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NCBI1536774	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1536775	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI1537215	104	9	18	28	60	41	59	10	49	26	43	17	33	66	26	77	15	0	6	47	4	50	67	84	91	86	83	66	110	13
NCBI1537400	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NCBI153809	0	322	0	1214	0	772	567	0	401	496	0	632	0	0	463	378	0	0	0	754	648	269	612	0	797	2480	0	354	0	0
NCBI1538159	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1538553	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0
NCBI1538644	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1539298	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI153939	208	403	286	432	286	201	159	506	113	323	391	356	384	142	317	491	241	808	662	260	413	140	136	117	110	176	187	142	214	843
NCBI154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NCBI1540872	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1541959	4	443	30	1435	8	18	77	64	47	34	478	64	118	1015	457	234	28	83	52	6	56	192	101	844	1168	0	102	75	2	284
NCBI1542	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1542730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
NCBI154288	8	53	143	143	10	27	4	130	161	46	159	50	306	16	195	441	34	135	94	15	344	259	486	12	14	14	15	35	23	163
NCBI1543721	91	335	514	711	103	131	70	649	778	379	2379	383	2368	60	244	301	248	1759	966	106	917	1590	71	56	63	96	55	38	135	1698
NCBI1545044	342	29	81	138	159	106	49	13	20	57	89	76	82	203	95	132	103	37	23	233	13	23	23	161	107	211	226	189	266	23
NCBI1545702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1545728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
NCBI1547	23	4	4	4	9	0	0	0	0	105	3	16	21	0	16	15	26	0	0	0	9	10	5	16	0	0	0	0	0	0
NCBI1547283	0	1	0	1	0	0	0	0	4	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI1547487	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	154	0	0	0	0	0	2
NCBI1548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1548547	557	238	218	199	690	867	616	139	623	363	146	368	136	3699	219	503	357	124	195	768	132	88	1050	642	529	978	753	727	1345	139
NCBI1548548	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI1549348	0	0	1	6	0	0	0	2	0	0	3	0	0	0	7	1	0	0	0	0	0	1	0	4	0	0	0	1	0	0
NCBI1549349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI154981	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
NCBI1549850	146	19	22	20	18	12	68	8	129	22	34	347	54	17	13	46	4	2	8	15	13	56	69	24	27	892	34	24	107	0
NCBI1549855	0	1	0	0	0	0	3	0	0	0	0	0	0	3	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1549949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1550024	16	0	0	24	20	0	0	0	0	31	17	0	0	12	49	6	29	0	0	0	0	3	0	10	23	0	0	0	0	0
NCBI1550728	0	0	0	0	0	356	33	8	10	134	3	103	0	25	0	0	536	0	0	0	0	0	34	90	0	0	42	39	0	0
NCBI1550733	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI155077	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI155177	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NCBI1552147	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1552759	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI155322	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NCBI1557	0	0	0	0	0	0	972	136	0	0	7	0	0	1967	0	0	0	90	268	0	197	4	0	1443	2185	0	1669	856	0	274
NCBI155866	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI155892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	4	0	0	14	0	0	0	0	0	0
NCBI155925	1	0	0	2	0	1	0	14	0	3	6	5	9	0	1	6	0	0	13	0	0	5	0	0	0	4	1	0	2	7
NCBI155978	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1560345	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1561	0	0	3	0	0	0	0	1	1	0	3	0	8	0	2	17	0	5	7	0	6	9	12	2	0	1	0	1	0	1
NCBI1561023	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1561924	624	345	463	823	1257	414	647	1284	4341	6519	417	6739	128	64	899	1503	5449	939	1068	699	1093	15411	2927	1042	47	218	836	294	1235	5601
NCBI156205	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1562970	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	6	0	1	0
NCBI1563703	8	0	38	0	2	5	65	51	45	1	72	0	99	174	0	2	1	42	27	40	14	66	0	144	163	2	201	12	16	72
NCBI1564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI156405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
