#OTUID	CK12	DA21	CK31	DA23	DA13	DA12	A11	AD32	A21	CK21	AD22	CK22	AD21	AD12	DA22	A23	CK23	AD33	AD31	DA11	CK33	AD23	A22	AD11	AD13	CK13	A13	A12	CK11	CK32
NCBI41899	0	0	0	0	0	0	0	0	11	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI419476	840	287	570	386	1880	1107	1430	358	584	238	424	578	728	2381	425	1258	388	190	290	2901	377	365	917	1858	1682	1807	2037	2619	467	90
NCBI41977	2755	2271	1666	2460	3338	2424	831	1059	477	3366	834	1442	810	2088	946	3402	2264	1025	1421	2506	930	196	1358	1495	2181	4278	1969	1595	2359	1031
NCBI421	0	0	0	0	0	0	2	0	0	2	2	5	0	0	2	0	2	0	0	0	0	0	2	0	2	0	0	6	0	0
NCBI421525	6	0	9	10	0	11	0	56	0	0	0	16	0	4	0	0	19	0	13	0	0	0	0	5	16	0	4	0	0	0
NCBI421628	2	0	16	1	3	7	2	5	2	7	4	1	8	0	1	3	3	7	4	3	15	2	0	4	8	1	1	1	0	4
NCBI42190	0	0	0	0	1842	0	0	0	0	1504	0	0	0	0	0	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI42256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI42443	6202	212	92	214	4856	3650	6443	101	327	245	188	424	273	8828	263	383	222	45	53	4178	71	287	423	8161	9858	7265	10012	5301	7040	77
NCBI42444	4295	2946	12818	5564	3746	2728	2171	9172	4023	3036	11289	2124	25787	2865	7095	8988	2075	3819	8025	3063	13484	16908	8578	3065	4024	3862	4049	2945	3568	3734
NCBI424757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
NCBI424800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2
NCBI426	0	3	4	4	0	0	0	4	3	0	0	0	0	0	0	0	33	3	0	0	3	0	11	0	0	0	0	0	0	7
NCBI426114	0	2	0	6	20	9	0	0	0	0	0	0	0	8	0	4	12	3	0	10	0	0	0	9	20	40	11	18	49	0
NCBI426688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0
NCBI427923	0	0	0	121	140	58	0	119	90	0	1	0	0	27	0	0	72	0	0	99	0	102	0	0	0	0	194	27	0	0
NCBI42881	0	0	2	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI43	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	41	0	0	0	0	0	0	0	0	6	0	0	0
NCBI430522	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI430679	0	4	3	9	0	4	11	2	0	3	0	18	13	4	7	16	7	0	0	0	0	0	3	0	0	6	0	4	0	5
NCBI430695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI431308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
NCBI432303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	930	0	0	0	0	0	0	0	0	0	0	0	0
NCBI43263	238	82	0	55	0	56	85	0	0	65	16	60	0	117	8	23	56	18	27	0	0	20	0	63	57	60	0	153	0	0
NCBI43305	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI433286	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NCBI433296	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI433659	144	12	3	10	77	50	135	0	12	27	0	24	9	167	38	12	16	6	0	154	13	3	40	188	276	188	325	168	90	0
NCBI434010	224	18	0	0	297	482	56	0	0	0	0	0	0	91	0	0	0	0	0	459	0	0	0	103	123	653	96	0	150	0
NCBI435897	0	0	5	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	12	16	14	20	0	23	0
NCBI435905	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1
NCBI436	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0
NCBI43657	0	0	0	1	0	0	1	0	4	2	0	0	0	1	0	1	1	0	0	0	0	1	2	2	1	1	0	0	0	0
NCBI43658	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0
NCBI43659	0	0	0	0	0	0	63	0	0	18	10	0	0	0	0	0	0	47	0	0	0	0	23	0	0	0	32	31	0	0
NCBI43660	0	4	0	8	3	0	0	21	32	0	11	13	37	0	0	13	20	0	15	0	20	33	0	0	0	0	0	642	0	0
NCBI43661	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI43662	12	10	16	25	2	6	10	2	23	17	22	15	16	5	3	0	3	2	3	4	2	22	4	19	23	2	5	5	13	10
NCBI43663	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI43669	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0
NCBI43674	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
NCBI43675	0	7	0	5	0	10	0	10	0	0	0	4	11	0	13	10	10	0	13	0	7	0	0	5	0	0	0	0	7	7
NCBI437505	827	1030	1269	1903	713	799	1510	616	1909	1891	1351	2652	1986	1626	1291	2959	1748	652	635	742	992	1585	2331	1556	1319	772	2411	1804	533	624
NCBI43765	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI43767	0	9	10	7	10	0	0	8	9	30	3	31	8	0	9	21	37	15	11	10	2	4	16	0	0	19	0	0	0	2
NCBI43768	0	0	0	0	0	0	0	0	0	5	1	2	0	0	1	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0
NCBI43769	0	0	7	2	0	0	0	4	5	3	0	0	2	0	8	0	6	2	7	8	0	1	0	0	0	0	0	0	0	0
NCBI43770	0	0	0	8	177	0	0	0	0	0	0	15	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI43771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
NCBI437897	0	11	0	0	0	0	19	16	0	21	31	27	0	8	55	327	81	0	0	13	0	0	0	9	54	7	9	9	169	0
NCBI437900	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0
NCBI438	0	6	7	4	0	7	8	8	9	0	0	0	12	8	0	4	7	0	0	7	3	8	11	10	6	18	14	3	0	0
NCBI43948	0	0	0	0	0	0	0	18	0	0	0	0	0	21	7	0	46	0	0	0	0	0	0	22	0	0	0	0	37	0
NCBI43990	0	0	0	0	0	1	0	0	4	0	0	22	0	0	13	2	7	0	1	0	0	1	0	0	0	0	0	0	0	6
NCBI44008	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI441209	2	2	0	0	4	2	5	0	1	0	3	1	6	6	1	1	0	0	2	4	0	2	3	3	5	4	1	3	2	1
NCBI44251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
NCBI44255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI442694	582	58	0	0	132	534	136	2451	0	80	0	113	0	648	0	0	0	684	2694	275	865	0	0	0	85	450	0	204	247	222
NCBI443156	0	0	0	0	14	8	13	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI444103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
NCBI444444	5	6	6	0	23	5	12	5	9	38	0	15	4	11	9	6	4	0	0	18	0	1	0	10	20	34	0	0	0	0
NCBI444597	3	25	10	2	0	0	0	20	12	2	4	16	4	0	27	29	9	4	4	0	32	6	8	0	0	5	9	0	9	6
NCBI445576	0	5	0	13	33	0	0	2	0	0	0	72	10	0	0	4	0	8	0	0	10	3	0	0	12	0	0	0	0	0
NCBI445709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
NCBI445710	0	6	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI44574	0	14	0	58	5	0	2	0	18	4	4	1	7	4	175	12	1	8	1	4	9	1	31	1	1	5	7	4	2	3
NCBI44575	0	0	1473	0	0	0	0	4455	1	0	1526	0	3436	0	0	0	0	1691	3470	0	8414	1004	0	0	0	0	0	0	0	2190
NCBI44577	2	12	111	24	6	16	20	217	29	11	90	7	173	40	28	56	15	145	145	2	385	82	71	36	21	20	44	35	4	77
NCBI445852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	5	0	0	0
NCBI446	0	32	0	22	0	0	0	0	0	37	0	0	7	0	24	224	25	0	0	0	0	0	63	0	0	0	0	0	0	3
NCBI446660	0	2	0	5	0	0	3	0	0	1	0	0	1	0	24412	2	0	0	0	207	0	0	0	5	0	0	0	0	5	0
NCBI446679	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI44672	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	14	0	0
NCBI44676	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
NCBI446860	13	5	11	4	0	0	73	0	24	0	0	0	18	0	3	0	0	0	17	22	14	15	25	0	0	0	38	13	0	7
NCBI447217	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI44742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI447471	2	1	0	0	2	3	5	2	3	0	0	0	0	30	0	1	0	2	2	3	1	1	1	172	48	113	1	3	8	2
NCBI448181	0	0	0	243	0	0	0	0	0	602	0	0	0	0	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0
NCBI449294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NCBI449304	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NCBI44935	0	0	0	0	0	0	10	5	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0
NCBI449461	358	124	32	37	737	208	328	31	77	73	45	45	37	574	51	207	35	0	62	462	26	38	111	286	348	360	722	332	179	0
NCBI449520	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI450378	149	235	43	216	115	91	41	114	271	369	45	202	53	106	533	269	520	179	129	44	103	95	430	84	114	36	142	116	134	27
NCBI45056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI45065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0
NCBI45067	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI450734	1176	297	93	326	2146	630	1466	59	243	301	134	204	325	2558	327	700	129	81	138	1962	169	90	464	1773	1681	1359	2518	1611	565	19
NCBI451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NCBI451514	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI451876	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	36	0	0	3	0	0	0	0	0	0	0	0	0	0	0
NCBI452	0	0	6	1	0	0	0	0	0	18	0	9	2	0	0	0	4	13	0	0	0	0	0	0	0	0	0	0	0	2
NCBI452329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI452435	0	0	0	0	0	0	0	0	0	172	0	81	0	0	0	0	79	0	0	0	63	0	0	0	0	0	0	0	0	0
NCBI45248	279	372	328	1555	1538	1075	1101	677	550	274	428	54	875	1513	227	145	168	110	83	674	387	463	430	951	885	371	2529	1622	1260	300
NCBI452627	0	1	0	3	0	1	2	1	15	2	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	10	1	1	1
NCBI453220	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0
NCBI453221	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI453230	12	11	133	52	23	16	9	29	13	18	43	7	47	11	8	23	16	82	47	4	31	98	2	0	2	4	0	10	15	88
NCBI453304	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
NCBI45361	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI453783	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI45398	0	0	0	3	13	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	10	0
NCBI454	0	0	1	3	0	0	6	0	1	1	0	2	1	6	2	7	0	0	0	0	0	0	0	1	0	0	1	1	0	0
NCBI454155	0	0	0	0	11	0	0	0	0	0	0	0	30	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI454601	2	0	5	0	0	0	3	3	0	0	3	3	1	1	0	5	1	2	6	6	3	1	1	10	6	0	4	6	0	2
NCBI454662	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI45497	0	0	2	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	1	0	3	0	4	3	1	0	0	0	1
NCBI45498	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI455068	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NCBI455069	0	0	0	0	1	2	0	2	0	0	3	0	1	0	0	4	2	0	0	0	0	0	10	0	0	0	0	0	0	0
NCBI455432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0
NCBI456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
NCBI45610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NCBI45622	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
NCBI456327	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI45634	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI45655	1	0	1	1	0	0	1	0	0	1	0	5	0	1	0	0	0	1	1	5	2	0	0	0	0	1	0	0	1	1
NCBI45656	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	2	0	0	0
NCBI45658	3	0	85	0	32	0	55	104	77	0	90	0	135	12	4	27	0	0	43	0	85	135	63	3	13	0	13	10	0	4
NCBI45663	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI45668	0	0	0	0	0	0	0	0	0	1	16	0	12	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	2
NCBI456827	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2
NCBI456931	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	8	0	0	0	0	0	0	31	0	0	0	0	0	0	0
NCBI459472	0	0	0	0	0	1	176	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
NCBI459526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	0
NCBI45972	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI460511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI46125	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI46165	0	0	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI46234	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI46256	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI463	0	17	0	43	0	0	0	0	0	0	0	0	0	0	69	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI463014	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI463040	0	0	116	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	83	0	0	0	56	0	0	0	0	0	0	0
NCBI46351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NCBI46355	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NCBI46429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI46503	170	17	0	220	0	43	10	0	0	82	19	94	0	11	970	322	28	0	0	0	0	28	0	12	9	11	23	21	12	0
NCBI46506	29	19	9	18	17	0	16	0	35	144	0	75	18	33	908	394	31	0	15	61	0	19	0	15	42	15	17	16	17	0
NCBI465541	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI465721	0	36	23	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI465797	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI466153	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI467094	1730	836	2169	668	3220	2699	2242	1130	2403	508	1791	1591	3769	3033	320	4110	1145	858	1826	2416	1634	1651	5220	3154	2118	2829	2926	1632	1320	479
NCBI468909	0	0	8	0	0	0	0	8	0	0	4	0	0	4	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0
NCBI470	746	108	0	133	108	190	0	137	0	317	222	6325	318	0	85	0	673	2026	689	0	962	322	0	528	0	441	267	215	196	2401
NCBI470933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI471189	0	0	0	0	5	0	9	0	0	0	0	8	0	12	13	13	5	0	13	0	0	0	7	27	8	4	0	3	0	4
NCBI471514	0	1	0	0	2	0	2	1	0	3	0	0	0	1	0	3	0	2	0	0	4	1	3	1	1	0	0	8	1	0
NCBI471522	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI472181	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
NCBI473531	2	0	0	1	2	0	0	0	1	3	0	0	0	0	1	0	1	0	3	6	0	0	1	0	1	4	4	0	2	0
NCBI47421	307	96	0	0	0	0	291	0	0	0	0	0	0	557	0	0	0	0	0	526	0	0	0	142	843	399	0	344	311	0
NCBI47493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI475069	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI475662	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	52	0	0	52	0	1
NCBI475937	0	0	0	0	0	18	0	0	0	0	0	0	18	10	25	7	0	0	0	0	0	0	0	0	0	0	0	0	46	0
NCBI476157	46	61	25	66	56	39	20	7	20	183	31	134	47	13	136	43	202	10	16	23	33	23	128	13	20	40	41	31	28	13
NCBI47671	0	0	0	0	0	0	0	0	23	7	0	2	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	5
NCBI47678	0	0	0	7	11	0	0	0	0	10	0	35	0	0	272	78	0	0	0	0	0	0	0	21	9	0	0	0	0	0
NCBI47715	0	0	8	0	0	0	5	23	2	15	11	4	10	0	0	7	12	30	25	0	18	0	0	0	0	0	0	0	0	29
NCBI47716	0	0	0	22	0	0	0	0	0	0	14	15	12	0	0	0	0	0	14	44	12	23	0	0	0	0	0	0	0	0
NCBI47763	9	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
NCBI477641	719	0	0	8	71	19	0	4	4	0	0	0	20	59	0	25	20	0	0	50	23	0	24	76	23	21	154	38	86	3
NCBI477680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI47770	37	5	0	22	0	0	0	0	0	50	0	53	0	0	47	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI477976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NCBI478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI47850	26	66	25	129	0	22	105	23	47	53	30	57	23	135	242	207	0	44	71	319	53	0	37	53	102	114	61	1672	0	33
NCBI47853	0	0	3	0	29	0	0	6	0	0	0	0	0	0	2	0	0	0	3	0	0	0	5	7	0	0	0	0	0	0
NCBI47857	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	7	0	0	0	0	3	0	0	29	0	0	23	0	0	0
NCBI47858	28	12	14	0	28	5	22	8	4	10	3	4	9	0	13	19	0	12	28	0	9	20	14	35	13	0	56	7	18	0
NCBI47865	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
NCBI47875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
NCBI47877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI47878	0	0	0	0	4	0	2	2	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	9	0	10	0	7	13	0
NCBI47880	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI47885	0	0	2	0	0	0	0	4	0	0	0	2	0	0	5	0	0	0	5	0	2	0	0	0	2	0	0	0	0	10
NCBI47917	0	3	0	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI47951	877	376	25488	533	769	361	13365	6311	27560	222	30318	212	15571	9190	176	458	176	1527	2757	189	4236	93425	1485	7576	9110	1756	14039	10769	786	972
NCBI47960	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11
NCBI479978	0	11	12	0	0	0	0	0	0	3	0	0	0	23	3	16	0	0	3	0	8	0	0	0	0	0	0	79	0	0
NCBI48	76	0	11	0	27	0	149	0	0	7	0	0	0	8	0	0	0	0	0	0	6	0	0	4	216	31	47	90	0	8
NCBI480035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI480665	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NCBI48074	8	3	6	9	17	29	3	7	14	12	8	7	6	0	7	7	17	4	25	5	11	1	1	0	6	5	4	13	12	1
NCBI48076	4	25	49	54	0	0	2	106	171	659	451	696	134	0	21	233	469	8	30	0	158	3714	163	19	0	4	7	5	0	18
NCBI481446	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI481743	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NCBI482462	0	0	0	0	0	0	0	0	2	0	0	0	0	17	0	0	2	0	2	0	2	2	3	0	0	4	0	0	0	0
NCBI482564	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
NCBI482920	1	0	0	0	1	0	0	0	0	13	0	12	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	5	0
NCBI482957	0	14	13	0	0	0	0	0	16	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
NCBI48296	0	0	0	0	0	0	0	15	0	0	9	24	0	0	10	0	18	0	0	0	0	0	0	0	0	0	0	0	0	13
NCBI483547	18	17	19	30	7	0	6	27	18	7	44	20	19	16	8	44	0	45	10	7	24	4	60	4	15	22	18	15	22	83
NCBI484770	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI486398	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
NCBI48664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
NCBI48665	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI487	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI487316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
